"Karl Bartos","Kraftwerk","Kraftwerk-Percussion, Vocals (1975-90)"
"Wolfgang Flur","Kraftwerk","Kraftwerk-Percussion (1973-87)"
"Ralf Hutter","Kraftwerk","Kraftwerk-Vocals, Keyboards (1969-83, 86-)"
"Florian Schneider","Kraftwerk","Kraftwerk-Synthesizers (1969-08)"
"John Bonham","Led Zeppelin","Led Zeppelin - Drums (1968-82)"
"John Paul Jones","Led Zeppelin","Led Zeppelin - Bass (1968-81)"
"Jimmy Page","Led Zeppelin","Led Zeppelin - Guitar (1968-83)"
"Robert Plant","Led Zeppelin","Led Zeppelin - Vocals (1968-80)"
"Clarence Collins","Little Anthony and the Imperials","Little Anthony and the Imperials - Vocals (1957-88)"
"Anthony Gourdine","Little Anthony and the Imperials","Little Anthony and the Imperials - Vocals (1957-75)"
"Tracy Lord","Little Anthony and the Imperials","Little Anthony and the Imperials - Vocals (1957-61)"
"Glouster Rogers","Little Anthony and the Imperials","Little Anthony and the Imperials - Vocals (1957)"
"Sammy Strain","Little Anthony and the Imperials","Little Anthony and the Imperials - Vocals (1961-72)"
"Ernest Wright Jr","Little Anthony and the Imperials","Little Anthony and the Imperials - Vocals (1957-71)"
"Steve Boone","Lovin Spoonful","Lovin Spoonful - Bass (1965-)"
"Joe Butler","Lovin Spoonful","Lovin Spoonful - Drums (1965-)"
"John Sebastian","Lovin Spoonful","Lovin Spoonful - Vocals, Guitar (1965-68)"
"Zal Yanovsky","Lovin Spoonful","Lovin Spoonful - Guitar (1965-67)"
"Bob Burns","Lynyrd Skynyrd","Lynyrd Skynyrd - Drums (1964-74)"
"Allen Collins","Lynyrd Skynyrd","Lynyrd Skynyrd - Guitar (1964-77)"
"Steve Gaines","Lynyrd Skynyrd","Lynyrd Skynyrd - Guitar (1976-77)"
"Ed King","Lynyrd Skynyrd","Lynyrd Skynyrd - Guitar (1972-75)"
"Billy Powell","Lynyrd Skynyrd","Lynyrd Skynyrd - Keyboard (1971-09)"
"Artimus Pyle","Lynyrd Skynyrd","Lynyrd Skynyrd - Drums (1974-91)"
"Gary Rossington","Lynyrd Skynyrd","Lynyrd Skynyrd - Guitar (1964-)"
"Ronnie Van Zant","Lynyrd Skynyrd","Lynyrd Skynyrd - Vocals (1964-77)"
"Leon Wilkeson","Lynyrd Skynyrd","Lynyrd Skynyrd - Bass (1972-01)"
"Denny Doherty","Mamas & the Papas","Mamas & the Papas - Vocasl (1965-71)"
"Cass Elliot","Mamas & the Papas","Mamas & the Papas - Vocals (1965-71)"
"John Phillips","Mamas & the Papas","Mamas & the Papas - Vocals, Guitar (1965-71)"
"Michelle Phillips","Mamas & the Papas","Mamas & the Papas - Vocals (1965-71)"
"Rosalind Ashford","Martha & the Vandellas","Martha & the Vandellas - Vocals (1963-68, 89-)"
"Annette Beard","Martha & the Vandellas","Martha & the Vandellas - Vocals (1963-64, 89-)"
"Betty Kelly","Martha & the Vandellas","Martha & the Vandellas - Vocals (1964-68)"
"Lois Reeves","Martha & the Vandellas","Martha & the Vandellas - Vocals (1968-72, 89-)"
"Martha Reeves","Martha & the Vandellas","Martha & the Vandellas - Vocals (1963-)"
"Sandra Tilley","Martha & the Vandellas","Martha & the Vandellas - Vocals (1970-72)"
"Cliff Burton","Metallica","Metallica - Bass (1982-86)"
"Kirk Hammett","Metallica","Metallica - Guitar (1983-)"
"James Hetfield","Metallica","Metallica - Vocals, Guitar (1981-)"
"Jason Newsted","Metallica","Metallica - Bass (1986-01)"
"Robert Trujillo","Metallica","Metallica - Bass (2003-)"
"Lars Ulrich","Metallica","Metallica - Drums (1981-)"
"Henry Booth","Midnighters","Midnighters - Vocals (1950-62)"
"Billy Davis","Midnighters","Midnighters - Guitar (1958-62)"
"Cal Green","Midnighters","Midnighters - Guitar (1954-58)"
"Arthur Porter","Midnighters","Midnighters - Guitar (1950-54)"
"Lawson Smith","Midnighters","Midnighters - Vocals (1950-62)"
"Charles Sutton","Midnighters","Midnighters - Vocals (1950-54)"
"Norman Thrasher","Midnighters","Midnighters - Vocals (1954-62)"
"Sonny Woods","Midnighters","Midnighters - Vocals (1950-62)"
"Pete Moore","Miracles","Miracles - Vocals (1955-78)"
"Claudette Rogers","Miracles","Miracles - Vocals (1956-64)"
"Bobby Rogers","Miracles","Miracles - Vocals (1956-78, 93-11)"
"Marv Tarplin","Miracles","Miracles - Guitar (1959-74)"
"Ronald White","Miracles","Miracles - Vocals (1955-78)"
"Prentiss Barnes","Moonglows","Moonglows - Vocals (1951-59)"
"Harvey Fuqua","Moonglows","Moonglows - Vocals (1951-60)"
"Peter Graves","Moonglows","Moonglows - Vocals (1953-59)"
"Billy Johnson","Moonglows","Moonglows - Vocals (1955-59)"
"Bobby Lester","Moonglows","Moonglows - Vocals (1951-59)"
"Alessandro Cortini","Nine Inch Nails","Nine Inch Nails - Bass, Keyboards (2004-08, 13-)"
"Robin Finck","Nine Inch Nails","Nine Inch Nails - Guitars, Keyboards (1994-95, 1990-00, 2008-)"
"Danny Lohner","Nine Inch Nails","Nine Inch Nails - Guitar, Bass (1993-03)"
"Trent Reznor","Nine Inch Nails","Nine Inch Nails - Vocals, Guitars, Keyboards (1988-)"
"Atticus Ross","Nine Inch Nails","Nine Inch Nails - Keyboards (2016-)"
"Ilan Rubin","Nine Inch Nails","Nine Inch Nails - Drums, Percussion (2009-)"
"Chris Vrenna","Nine Inch Nails","Nine Inch Nails - Keyboards, Drums (1988-90, 1992-97)"
"Kurt Cobain","Nirvana","Nirvana - Vocals, Guitar (1987-94)"
"Dave Grohl","Nirvana","Nirvana - Drums (1990-94)"
"Krist Novoselic","Nirvana","Nirvana - Bass (1987-94)"
"Ice Cube","NWA","NWA - Vocals (1986-89)"
"Dr Dre","NWA","NWA - Vocals (1986-91)"
"MC Ren","NWA","NWA - Vocals (1986-91)"
"DJ Yella","NWA","NWA - Vocals (1986-91)"
"Eazy E","NWA","NWA - Vocals (1986-91)"
"Eddie Levert","OJays","OJays - Vocals (1958-)"
"Bobby Massey","OJays","OJays - Vocals (1958-71)"
"William Powell","OJays","OJays - Vocals (1958-76)"
"Sammy Strain","OJays","OJays - Vocals (1977-93)"
"Walter Williams","OJays","OJays - Vocals (1958-)"
"Jerome Brailey","Parliament-Funkadelic","Parliament-Funkadelic - Drums (1976-78)"
"George Clinton","Parliament-Funkadelic","Parliament-Funkadelic - Vocals (1968-81)"
"Bootsy Collins","Parliament-Funkadelic","Parliament-Funkadelic - Bass (1972-81)"
"Raymond Davis","Parliament-Funkadelic","Parliament-Funkadelic - Vocals (1968-81)"
"Tiki Fulwood","Parliament-Funkadelic","Parliament-Funkadelic - Drums (1968-73)"
"Glenn Goins","Parliament-Funkadelic","Parliament-Funkadelic - Guitar (1976-77)"
"Michael Hampton","Parliament-Funkadelic","Parliament-Funkadelic - Guitar (1975-81)"
"Fuzzy Haskins","Parliament-Funkadelic","Parliament-Funkadelic - Vocals (1968-77)"
"Eddie Hazel","Parliament-Funkadelic","Parliament-Funkadelic - Guitar (1970-81)"
"Walter Morrison","Parliament-Funkadelic","Parliament-Funkadelic - Keyboard (1977-80)"
"Cordell Mosson","Parliament-Funkadelic","Parliament-Funkadelic - Bass (1972-81)"
"William Nelson","Parliament-Funkadelic","Parliament-Funkadelic - Bass (1968-71)"
"Garry Shider","Parliament-Funkadelic","Parliament-Funkadelic - Guitar (1972-81)"
"Calvin Simon","Parliament-Funkadelic","Parliament-Funkadelic - Vocals (1968-77)"
"Grady Thomas","Parliament-Funkadelic","Parliament-Funkadelic - Vocals (1968-77)"
"Bernie Worrell","Parliament-Funkadelic","Parliament-Funkadelic - Keyboard (1970-81)"
"Jeff Ament","Pearl Jam","Pearl Jam - Bass (1990-present)"
"Matt Cameron","Pearl Jam","Pearl Jam - Drums (1998-present)"
"Stone Gossard","Pearl Jam","Pearl Jam - Guitar (1990-present)"
"Dave Krusen","Pearl Jam","Pearl Jam - Drums (1990-91)"
"Mike McCready","Pearl Jam","Pearl Jam - Guitar (1990-present)"
"Eddie Vedder","Pearl Jam","Pearl Jam - Vocals (1990-present)"
"Syd Barrett","Pink Floyd","Pink Floyd - Vocals, Guitar (1965-68)"
"David Gilmour","Pink Floyd","Pink Floyd - Vocals, Guitar (1968-)"
"Nick Mason","Pink Floyd","Pink Floyd - Drums (1965-)"
"Roger Waters","Pink Floyd","Pink Floyd - Keyboard (1965-85)"
"Richard Wright","Pink Floyd","Pink Floyd - Vocals, Bass (1965-79, 87-94)"
"David Lynch","Platters","Platters - Vocals (1953-66)"
"Herb Reed","Platters","Platters - Vocals (1953-69)"
"Paul Robi","Platters","Platters - Vocals (1954-64)"
"Zola Taylor","Platters","Platters - Vocals (1954-64)"
"Tony Williams","Platters","Platters - Vocals (1954-60)"
"Stewart Copeland","Police","Police - Drums (1977-83)"
"Sting","Police","Police - Vocals, Bass (1977-83)"
"Andy Summers","Police","Police - Guitar (1977-83)"
"Martin Chambers","Pretenders","Pretenders - Drums (1979-85)"
"Pete Farndon","Pretenders","Pretenders - Bass (1979-82)"
"James Honeyman-Scott","Pretenders","Pretenders - Guitar (1979-82)"
"Chrissie Hynde","Pretenders","Pretenders - Vocals (1978-)"
"William Drayton","Public Enemy","Public Enemy - MC (1982-)"
"Richard Griffin","Public Enemy","Public Enemy - MC (1986-89, 94-)"
"Carlton Ridenhour","Public Enemy","Public Enemy - MC (1982-)"
"Norman Rogers","Public Enemy","Public Enemy - Turntables (1986-98)"
"John Deacon ","Queen","Queen - Bass (1970-98)"
"Brian May","Queen","Queen - Guitar (1970-)"
"Freddie Mercury","Queen","Queen - Vocals (1970-91)"
"Roger Taylor","Queen","Queen - Drums (1970-)"
"Colin Greenwood","Radiohead","Radiohead - Bass (1985-)"
"Jonny Greenwood","Radiohead","Radiohead - Guitar (1985-)"
"Ed O'Brien","Radiohead","Radiohead - Guitar (1985-)"
"Philip Selway","Radiohead","Radiohead - Drums (1985-)"
"Thom Yorke","Radiohead","Radiohead - Vocals (1985-)"
"Dee Dee Ramone","Ramones","Ramones - Bass (1974-89)"
"Joey Ramone","Ramones","Ramones - Vocals (1974-96)"
"Johnny Ramone","Ramones","Ramones - Guitar (1974-96)"
"Marky Ramone","Ramones","Ramones - Drums (1974-83, 87-96)"
"Tommy Ramone","Ramones","Ramones - Drums (1974-78)"
"Eddie Brigati","Rascals","Rascals - Vocals (1964-70)"
"Felix Cavaliere","Rascals","Rascals - Vocals, Keyboard (1964-72)"
"Gene Cornish","Rascals","Rascals - Guitar (1964-71)"
"Dino Danelli","Rascals","Rascals - Drums (1964-72)"
"Flea","Red Hot Chili Peppers","Red Hot Chili Peppers - Bass (1983-)"
"John Frusciante","Red Hot Chili Peppers","Red Hot Chili Peppers - Guitar (1988-92, 98-09)"
"Jack Irons","Red Hot Chili Peppers","Red Hot Chili Peppers - Drums (1986-88)"
"Anthony Kiedis","Red Hot Chili Peppers","Red Hot Chili Peppers - Vocals (1983-)"
"John Klinghoffer","Red Hot Chili Peppers","Red Hot Chili Peppers - Guitar (2009-)"
"Cliff Martinez","Red Hot Chili Peppers","Red Hot Chili Peppers - Drums (1984-86)"
"Hillel Slovak","Red Hot Chili Peppers","Red Hot Chili Peppers - Guitar (1985-88)"
"Chad Smith","Red Hot Chili Peppers","Red Hot Chili Peppers - Drums (1988-)"
"Bill Berry","REM","REM - Drums (1980-97)"
"Peter Buck","REM","REM - Guitar (1980-11)"
"Mike Mills","REM","REM - Bass (1980-11)"
"Michael Stipe","REM","REM - Vocals (1980-11)"
"Bobby Hatfield","Righteous Brothers","Righteous Brothers - Vocals (1962-03)"
"Bill Medley","Righteous Brothers","Righteous Brothers - Vocals (1962-68, 74-03)"
"Mick Jagger","Rolling Stones","Rolling Stones - Vocals (1962-)"
"Brian Jones","Rolling Stones","Rolling Stones - Guitar (1962-69)"
"Keith Richards","Rolling Stones","Rolling Stones - Vocals, Guitar (1962-)"
"Ian Stewart","Rolling Stones","Rolling Stones - Keyboard (1962-85)"
"Mick Taylor","Rolling Stones","Rolling Stones - Guitar, Bass (1969-74)"
"Charlie Watts","Rolling Stones","Rolling Stones - Drums (1963-)"
"Ronnie Wood","Rolling Stones","Rolling Stones - Guitar, Bass (1975-)"
"Bill Wyman","Rolling Stones","Rolling Stones - Bass, Vocals (1962-93)"
"Estelle Bennett","Ronettes","Ronettes - Vocals (1959-66)"
"Ronnie Spector","Ronettes","Ronettes - Vocals (1959-66)"
"Nedra Talley","Ronettes","Ronettes - Vocals (1959-66)"
"Brian Eno","Roxy Music","Roxy Music - Synthesizer (1970-73)"
"Bryan Ferry","Roxy Music","Roxy Music - Vocals (1970-83, 01-11)"
"John Gustafson","Roxy Music","Roxy Music - Bass (1973-76)"
"Eddie Jobson","Roxy Music","Roxy Music - Synthesizer (1973-76)"
"Andy Mackay","Roxy Music","Roxy Music - Saxophone (1970-83, 01-11)"
"Phil Manzanera","Roxy Music","Roxy Music - Guitar (1972-83, 01-11)"
"Graham Simpson","Roxy Music","Roxy Music - Bass (1970-72)"
"Paul Thompson","Roxy Music","Roxy Music - Drums (1970-80, 01-11)"
"Darryl McDaniels","Run-DMC","Run-DMC - MC (1982-02)"
"Jason Mizell","Run-DMC","Run-DMC - DJ (1982-02)"
"Joseph Simmons","Run-DMC","Run-DMC - MC (1982-02)"
"Geddy Lee","Rush","Rush - Guitar (1968-)"
"Alex Lifeson","Rush","Rush - Vocals, Bass (1968-)"
"Neil Peart","Rush","Rush - Drums (1974-)"
"Sam Moore","Sam & Dave","Sam & Dave - Vocals (1961-82)"
"Dave Prater","Sam & Dave","Sam & Dave - Vocals (1961-82)"
"Jose Areas","Santana","Santana - Timbales (1969-77)"
"David Brown","Santana","Santana - Bass (1967-71, 74-76)"
"Mike Carabello","Santana","Santana - Congas (1966-67, 74-76)"
"Gregg Rolie","Santana","Santana - Vocals, Keyboard (1966-72)"
"Carlos Santana","Santana","Santana - Guitar (1966-)"
"Michael Shrieve","Santana","Santana - Drums (1969-74)"
"Paul Cook","Sex Pistols","Sex Pistols - Drums (1975-78)"
"Steve Jones","Sex Pistols","Sex Pistols - Guitar (1975-78)"
"Glen Matlock","Sex Pistols","Sex Pistols - Bass (1975-77)"
"Johnny Rotten ","Sex Pistols","Sex Pistols - Vocals (1975-78)"
"Sid Vicious","Sex Pistols","Sex Pistols - Bass (1977-78)"
"Addie Harris","Shirelles","Shirelles - Vocals (1957-82)"
"Doris Kenner-Jackson","Shirelles","Shirelles - Vocals (1957-68)"
"Beverly Lee","Shirelles","Shirelles - Vocals (1957-82)"
"Shirley Reeves","Shirelles","Shirelles - Vocals (1957-75)"
"Art Garfunkel","Simon & Garfunkel","Simon & Garfunkel - Vocals (1956-)"
"Paul Simon","Simon & Garfunkel","Simon & Garfunkel - Vocals, Guitar (1956-)"
"Gregg Errico","Sly & the Family Stone","Sly & the Family Stone - Drums (1967-71)"
"Larry Graham","Sly & the Family Stone","Sly & the Family Stone - Bass (1967-72)"
"Jerry Martini","Sly & the Family Stone","Sly & the Family Stone - Saxophone (1967-75)"
"Cynthia Robinson","Sly & the Family Stone","Sly & the Family Stone - Trumpet (1967-71)"
"Freddie Stone","Sly & the Family Stone","Sly & the Family Stone - Guitar (1967-75)"
"Rosie Stone","Sly & the Family Stone","Sly & the Family Stone - Keyboard (1967-75)"
"Sly Stone","Sly & the Family Stone","Sly & the Family Stone - Vocals (1967-83)"
"Cleotha Staples","Staple Singers","Staple Singers - Vocals (1948-00)"
"Mavis Staples","Staple Singers","Staple Singers - Vocals (1948-00)"
"Pervis Staples","Staple Singers","Staple Singers - Vocals (1948-69)"
"Pops Staples","Staple Singers","Staple Singers - Guitar, Vocals (1948-00)"
"Yvonne Stples","Staple Singers","Staple Singers - Vocals (1970-00)"
"Walter Becker","Steely Dan","Steely Dan - Guitar, Vocals (1972-)"
"Donald Fagen","Steely Dan","Steely Dan - Vocals, Keyboard (1972-)"
"Chris Layton","Stevie Ray Vaughan & Double Trouble","Stevie Ray Vaughan & Double Trouble - Drums (1978-)"
"Tommy Shannon","Stevie Ray Vaughan & Double Trouble","Stevie Ray Vaughan & Double Trouble - Bass (1981-)"
"Stevie Ray Vaughan","Stevie Ray Vaughan & Double Trouble","Stevie Ray Vaughan & Double Trouble - Vocals, Guitar (1978-90)"
"Reese Wynans","Stevie Ray Vaughan & Double Trouble","Stevie Ray Vaughan & Double Trouble - Keyboard (1985-90)"
"Dave Alexander","Stooges","Stooges - Bass (1967-70)"
"Ron Asheton","Stooges","Stooges - Guitar (1967-09)"
"Scott Asheton","Stooges","Stooges - Drums (1967-)"
"Iggy Pop","Stooges","Stooges - Vocals (1967-)"
"James Williamson","Stooges","Stooges - Guitar (1971-74, 09-)"
"Florence Ballard","Supremes","Supremes - Vocals (1961-67)"
"Diana Ross","Supremes","Supremes - Vocals (1961-70)"
"Mary Wilson","Supremes","Supremes - Vocals (1961-77)"
"Marc Bolan","T Rex","T Rex - Guitar, Vocals (1967-77)"
"Steve Currie","T Rex","T Rex - Bass (1970-76)"
"Mickey Finn","T Rex","T Rex - Percussion (1969-75)"
"Bill Legend","T Rex","T Rex - Drums (1971-73)"
"David Byrne","Talking Heads","Talking Heads - Vocals, Guitar (1975-92)"
"Chris Frantz","Talking Heads","Talking Heads - Drums (1975-92)"
"Jerry Harrison","Talking Heads","Talking Heads - Keyboard (1976-92)"
"Tina Weymouth","Talking Heads","Talking Heads - Bass (1975-92)"
"Dennis Edwards","Temptations","Temptations - Vocals (1968-76, 80-84)"
"Melvin Franklin","Temptations","Temptations - Vocals (1961-95)"
"Eddie Kendricks","Temptations","Temptations - Vocals (1961-71)"
"David Ruffin","Temptations","Temptations - Vocals (1964-68)"
"Otis Williams","Temptations","Temptations - Vocals (1961-)"
"Paul Williams","Temptations","Temptations - Vocals (1961-71)"
"Elliot Easton","The Cars","The Cars - Guitars (1976-88, 2010-present)"
"Greg Hawkes","The Cars","The Cars - Keyboards, Bass (1976-88, 2010-present)"
"Ric Ocasek","The Cars","The Cars - Vocals (1976-88, 2010-present)"
"Benjamin Orr","The Cars","The Cars - Bass, Vocals (1976-88)"
"David Robinson","The Cars","The Cars - Drums (1976-88, 2010-present)"
"Graeme Edge","The Moody Blues","The Moody Blues - Drums, Vocals (1964-present)"
"Justin Hayward","The Moody Blues","The Moody Blues - Guitar, Vocals (1966-present)"
"John Lodge","The Moody Blues","The Moody Blues - Bass, Vocals (1966-present)"
"Mike Pinder","The Moody Blues","The Moody Blues - Keyboards, Vocals (1964-78)"
"Ray Thomas","The Moody Blues","The Moody Blues - Flute, Percussion (1946-02)"
"Jerome Arnold","The Paul Butterfield Blues Band","The Paul Butterfield Blues Band - Bass (1963-67)"
"Elvin Bishop","The Paul Butterfield Blues Band","The Paul Butterfield Blues Band - Guitar (1963-71)"
"Mike Bloomfield","The Paul Butterfield Blues Band","The Paul Butterfield Blues Band - Guitar (1963-67)"
"Paul Butterfield","The Paul Butterfield Blues Band","The Paul Butterfield Blues Band - Vocals, Harmonica (1963-71)"
"Billy Davenport","The Paul Butterfield Blues Band","The Paul Butterfield Blues Band - Drums (1966-67)"
"Sam Lay","The Paul Butterfield Blues Band","The Paul Butterfield Blues Band - Drums (1963-66)"
"Mark Naftalin","The Paul Butterfield Blues Band","The Paul Butterfield Blues Band - Keyboard (1965-67)"
"Ron Blair","Tom Petty & the Heartbreakers","Tom Petty & the Heartbreakers - Bass (1976-82)"
"Mike Campbell","Tom Petty & the Heartbreakers","Tom Petty & the Heartbreakers - Guitar (1976-)"
"Howie Epstein","Tom Petty & the Heartbreakers","Tom Petty & the Heartbreakers - Bass (1982-02)"
"Stan Lynch","Tom Petty & the Heartbreakers","Tom Petty & the Heartbreakers - Drums (1976-94)"
"Tom Petty","Tom Petty & the Heartbreakers","Tom Petty & the Heartbreakers - Vocals, Guitar (1976-)"
"Benmount Tench","Tom Petty & the Heartbreakers","Tom Petty & the Heartbreakers - Keyboard (1976-)"
"Jim Capaldi","Traffic","Traffic - Drums (1967-75)"
"Dave Mason","Traffic","Traffic - Guitar (1967-69)"
"Steve Winwood","Traffic","Traffic - Vocals, Keyboard (1967-75)"
"Chris Wood","Traffic","Traffic - Flute, Saxophone (1967-75)"
"Bono","U2","U2 - Vocals  (1976-)"
"Adam Clayton","U2","U2 - Bass (1976-)"
"The Edge","U2","U2 - Guitar (1976-)"
"Larry Mullen Jr","U2","U2 - Drums (1976-)"
"Michael Anthony","Van Halen","Van Halen - Bass (1974-06)"
"Sammy Hagar","Van Halen","Van Halen - Vocals (1984-96)"
"David Lee Roth","Van Halen","Van Halen - Vocals (1974-85, 07-)"
"Eddie Van Halen","Van Halen","Van Halen - Guitar (1974-)"
"Alex Van Halen","Van Halen","Van Halen - Drums (1974-)"
"John Cale","Velvet Underground","Velvet Underground - Viola, Bass (1965-68)"
"Sterling Morrison","Velvet Underground","Velvet Underground - Guitar (1965-71)"
"Lou Reed","Velvet Underground","Velvet Underground - Vocals (1965-70)"
"Maureen Tucker","Velvet Underground","Velvet Underground - Drums (1965-72)"
"Bob Bogle","Ventures","Ventures - Guitar (1959-09)"
"Nokie Edwards","Ventures","Ventures - Bass (1959-68)"
"Gerry McGee","Ventures","Ventures - Guitar (1968-72)"
"Mel Taylor","Ventures","Ventures - Drums (1962-72)"
"Don Wilson","Ventures","Ventures - Guitar (1959-)"
"Roger Daltrey","Who","Who - Vocals (1959-)"
"John Entwistle","Who","Who - Bass (1964-02)"
"Keith Moon","Who","Who - Drums (1964-78)"
"Pete Townshend","Who","Who - Guitar (1959-)"
"Jeff Beck","Yardbirds","Yardbirds - Guitar (1965-66)"
"Eric Clapton","Yardbirds","Yardbirds - Guitar (1963-65)"
"Chris Dreja","Yardbirds","Yardbirds - Guitar (1963-68, 92-13)"
"Jim McCarty","Yardbirds","Yardbirds - Drums (1963-)"
"Jimmy Page","Yardbirds","Yardbirds - Guitar (1966-68)"
"Keith Relf","Yardbirds","Yardbirds - Vocals (1963-68)"
"Paul Samwell-Smith","Yardbirds","Yardbirds - Bass (1963-66)"
"Jon Anderson","Yes","Yes - Vocals, Guitar (1968-80, 82-88, 90-08)"
"Bill Bruford","Yes","Yes - Drums (1968, 68-72, 90-92)"
"Steve Howe","Yes","Yes - Guitars (1970-81, 90-92, 95-present)"
"Tony Kaye","Yes","Yes - Keyboards (1968-71, 83, 84-94)"
"Trevor Rabin","Yes","Yes - Guitars (1983-94)"
"Chris Squire","Yes","Yes - Bass (1968-81, 83-15)"
"Rick Wakeman","Yes","Yes - Keyboards (1971-74, 76-80, 90-92, 95-96, 02-04)"
"Alan White","Yes","Yes - Drums (1972-81, 82-present)"
"Rod Argent","Zombies","Zombies - Vocals, Keyboards (1958-67, 97, 04-)"
"Paul Atkinson","Zombies","Zombies - Guitars (1958-67, 90-91, 97)"
"Colin Blunstone","Zombies","Zombies - Vocals (1961-67, 90-91, 04-)"
"Hugh Grundy","Zombies","Zombies - Drums (1958-67, 90-91, 97, 17)"
"Chris White","Zombies","Zombies - Bass, Vocals (1962-67, 90-91, 97, 17)"
"Frank Beard","ZZ Top","ZZ Top - Drums (1969-)"
"Billy Gibbons","ZZ Top","ZZ Top - Vocals, Guitar (1969-)"
"Dusty Hill","ZZ Top","ZZ Top - Bass (1969-)"
